tree_mode,skill_id,skill_key,skill_name,cluster_id,cluster_name,learning_level,learning_level_order,difficulty_score,ease_score,demand_score,role_coverage_score,role_balance_score,universality_score,entry_accessibility_score,transition_priority_score,experience_barrier_score,weighted_skill_score,skill_tree_score,priority_rank,tree_x,tree_y,tree_rank_within_cluster,learning_rationale
Learning Progression,SKILL_0159,mcp integrations,MCP integrations,CLUSTER_011,API Development,Role-Specific,3,0.7,0.30000000000000004,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.0,0.0,0.045,0.15333333333333335,68,3,20,4,"MCP integrations involve specific platform knowledge and workflows, which can be challenging for those new to the domain"
Learning Progression,SKILL_0115,firebase,Firebase,CLUSTER_012,Mobile Development,Core Applied,2,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.109,0.64,0.0879,0.25333333333333335,62,0,10,1,"Firebase requires understanding of backend services, real-time databases, and cloud integration"
Learning Progression,SKILL_0116,firebase hosting,Firebase Hosting,CLUSTER_012,Mobile Development,Core Applied,2,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.109,0.64,0.0879,0.25333333333333335,62,1,10,2,Firebase Hosting requires understanding of web deployment and cloud infrastructure
Learning Progression,SKILL_0117,firestore,Firestore,CLUSTER_012,Mobile Development,Core Applied,2,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.109,0.64,0.0879,0.25333333333333335,62,2,10,3,Firestore requires understanding of NoSQL databases and cloud storage
Learning Progression,SKILL_0239,sql,SQL,CLUSTER_013,Databases and Querying,Foundation,1,0.3,0.7,0.29333333333333333,0.6,0.551652905369918,0.5854958716109754,0.13636363636363635,0.4081033069378381,0.8,0.4020954558134401,0.49666666666666665,3,0,0,1,"A fundamental skill for querying relational databases, accessible to beginners"
Learning Progression,SKILL_0240,sql dml,SQL DML,CLUSTER_013,Databases and Querying,Core Applied,2,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.109,0.64,0.0879,0.25333333333333335,62,0,10,1,Requires knowledge of Data Manipulation Language for querying and updating databases
Learning Progression,SKILL_0174,mysql,MySQL,CLUSTER_013,Databases and Querying,Core Applied,2,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.045,0.0,0.049499999999999995,0.25333333333333335,67,1,10,2,Requires understanding of MySQL for querying and managing relational databases
Learning Progression,SKILL_0206,power query,Power Query,CLUSTER_013,Databases and Querying,Core Applied,2,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.0,0.0,0.045,0.25333333333333335,68,2,10,3,Requires understanding of Power Query for data transformation in Excel and Power BI
Learning Progression,SKILL_0201,postgresql,PostgreSQL,CLUSTER_013,Databases and Querying,Core Applied,2,0.55,0.44999999999999996,0.013333333333333334,0.4,0.43067655807339306,0.4092029674220179,0.0,0.16076089022660536,0.31999999999999995,0.16083697924926588,0.23166666666666663,41,3,10,4,Requires knowledge of PostgreSQL for querying and managing relational databases
Learning Progression,SKILL_0241,sql server,SQL Server,CLUSTER_013,Databases and Querying,Core Applied,2,0.55,0.44999999999999996,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.125,0.8,0.0975,0.2283333333333333,57,0,11,5,Requires understanding of SQL Server for querying and managing relational databases
Learning Progression,SKILL_0258,t-sql,T-SQL,CLUSTER_013,Databases and Querying,Core Applied,2,0.55,0.44999999999999996,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.125,0.8,0.0975,0.2283333333333333,57,1,11,6,Requires knowledge of T-SQL for querying and managing SQL Server databases
Learning Progression,SKILL_0168,ms sql,MS SQL,CLUSTER_013,Databases and Querying,Core Applied,2,0.55,0.44999999999999996,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.045,0.0,0.049499999999999995,0.2283333333333333,67,2,11,7,Requires knowledge of SQL Server for querying and managing relational databases
Learning Progression,SKILL_0192,oracle rdbms,Oracle RDBMS,CLUSTER_013,Databases and Querying,Role-Specific,3,0.7,0.30000000000000004,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.125,0.8,0.0975,0.15333333333333335,57,0,20,1,"Requires expertise in Oracle databases for querying, administration, and performance tuning"
Learning Progression,SKILL_0087,database performance tuning,Database performance tuning,CLUSTER_013,Databases and Querying,Role-Specific,3,0.75,0.25,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.133,0.88,0.1023,0.12833333333333333,51,1,20,2,"Requires advanced knowledge of query optimization, indexing, and database configuration"
Learning Progression,SKILL_0110,excel,Excel,CLUSTER_014,Data Warehousing,Foundation,1,0.25,0.75,0.04,0.2,-0.0,0.13999999999999999,0.5,0.21900000000000003,0.84,0.17390000000000003,0.395,40,0,0,1,"A widely used tool for basic data analysis and reporting, accessible to beginners"
Learning Progression,SKILL_0064,data analysis,Data Analysis,CLUSTER_014,Data Warehousing,Foundation,1,0.35,0.65,0.03333333333333333,0.2,-0.0,0.13999999999999999,0.6,0.227,0.8,0.1797,0.3416666666666667,37,1,0,2,A basic skill requiring knowledge of data interpretation and visualization techniques
Learning Progression,SKILL_0065,data analytics,Data Analytics,CLUSTER_014,Data Warehousing,Core Applied,2,0.5,0.5,0.013333333333333334,0.4,0.43067655807339306,0.4092029674220179,0.0,0.20876089022660538,0.8,0.1896369792492659,0.25666666666666665,26,0,10,1,Requires understanding of statistical methods and tools for analyzing data
Learning Progression,SKILL_0085,datamarts,DataMarts,CLUSTER_014,Data Warehousing,Core Applied,2,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.109,0.64,0.0879,0.25333333333333335,62,1,10,2,Requires understanding of data warehouse structures and querying techniques
Learning Progression,SKILL_0084,data storage optimization,Data storage optimization,CLUSTER_014,Data Warehousing,Core Applied,2,0.55,0.44999999999999996,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.109,0.64,0.0879,0.2283333333333333,62,2,10,3,"Involves techniques for optimizing data storage, including compression and indexing"
Learning Progression,SKILL_0232,redshift,Redshift,CLUSTER_014,Data Warehousing,Role-Specific,3,0.65,0.35,0.02666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.118,0.64,0.0978,0.18833333333333332,56,0,20,1,Requires knowledge of Amazon Redshift for data warehousing and querying
Learning Progression,SKILL_0245,snowflake,Snowflake,CLUSTER_014,Data Warehousing,Role-Specific,3,0.65,0.35,0.02666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.118,0.64,0.0978,0.18833333333333332,56,1,20,2,Requires understanding of Snowflake for cloud-based data warehousing and querying
Learning Progression,SKILL_0073,data pipelines,Data Pipelines,CLUSTER_015,Data Engineering Pipelines,Foundation,1,0.3,0.7,0.02666666666666667,0.6,0.6460148371100896,0.6138044511330268,0.0,0.23614133533990805,0.4,0.23975546887389887,0.3633333333333333,16,0,0,1,"A foundational concept in data engineering, requiring basic understanding of data flow and transformation"
Learning Progression,SKILL_0077,data pipeline automation,Data pipeline automation,CLUSTER_015,Data Engineering Pipelines,Core Applied,2,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.109,0.64,0.0879,0.25333333333333335,62,0,10,1,"Requires knowledge of scripting, tools like Airflow, and workflow orchestration"
Learning Progression,SKILL_0080,data pipeline support,Data pipeline support,CLUSTER_015,Data Engineering Pipelines,Core Applied,2,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.109,0.64,0.0879,0.25333333333333335,62,1,10,2,"Involves monitoring, troubleshooting, and maintaining data pipelines, requiring operational knowledge"
Learning Progression,SKILL_0109,etl,ETL,CLUSTER_015,Data Engineering Pipelines,Core Applied,2,0.55,0.44999999999999996,0.04666666666666667,0.4,0.2548195957855576,0.35644587873566724,0.0,0.20793376362070018,0.8,0.1887271399827702,0.24833333333333332,28,2,10,3,"Involves extracting, transforming, and loading data, requiring knowledge of ETL tools and data modeling"
Learning Progression,SKILL_0081,data preprocessing,Data preprocessing,CLUSTER_015,Data Engineering Pipelines,Core Applied,2,0.55,0.44999999999999996,0.013333333333333334,0.4,0.43067655807339306,0.4092029674220179,0.0,0.21276089022660538,0.84,0.1920369792492659,0.23166666666666663,24,3,10,4,"Requires knowledge of data cleaning, transformation, and preparation for analysis or modeling"
Learning Progression,SKILL_0078,data pipeline design,Data pipeline design,CLUSTER_015,Data Engineering Pipelines,Core Applied,2,0.55,0.44999999999999996,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.109,0.64,0.0879,0.2283333333333333,62,0,11,5,"Involves designing scalable and efficient data pipelines, requiring knowledge of data architecture and ETL processes"
Learning Progression,SKILL_0275,dbt,dbt,CLUSTER_015,Data Engineering Pipelines,Role-Specific,3,0.65,0.35,0.02666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.12199999999999998,0.6799999999999999,0.10019999999999998,0.18833333333333332,54,0,20,1,Requires knowledge of dbt for data transformation and modeling in modern data stacks
Learning Progression,SKILL_0119,fivetran,Fivetran,CLUSTER_015,Data Engineering Pipelines,Role-Specific,3,0.65,0.35,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.109,0.64,0.0879,0.17833333333333332,62,1,20,2,Requires hands-on experience with Fivetran for data integration and pipeline automation
Learning Progression,SKILL_0242,sql server integration services,SQL Server Integration Services,CLUSTER_015,Data Engineering Pipelines,Role-Specific,3,0.7,0.30000000000000004,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.133,0.88,0.1023,0.15333333333333335,51,2,20,3,Requires expertise in SSIS for ETL processes and data integration in SQL Server environments
Learning Progression,SKILL_0079,data pipeline implementation,Data pipeline implementation,CLUSTER_015,Data Engineering Pipelines,Role-Specific,3,0.7,0.30000000000000004,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.109,0.64,0.0879,0.15333333333333335,62,3,20,4,"Requires hands-on experience with tools like Apache Nifi, Airflow, or dbt for building and deploying pipelines"
Learning Progression,SKILL_0086,dataops practices,DataOps Practices,CLUSTER_015,Data Engineering Pipelines,Role-Specific,3,0.7,0.30000000000000004,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.109,0.64,0.0879,0.15333333333333335,62,0,21,5,"Requires understanding of DevOps principles applied to data workflows, including automation and collaboration"
Learning Progression,SKILL_0184,nifi,NiFi,CLUSTER_015,Data Engineering Pipelines,Role-Specific,3,0.7,0.30000000000000004,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.109,0.64,0.0879,0.15333333333333335,62,1,21,6,Requires knowledge of Apache NiFi for building and managing data flows and pipelines
Learning Progression,SKILL_0011,airflow,Airflow,CLUSTER_016,Workflow Orchestration,Role-Specific,3,0.65,0.35,0.04,0.2,-0.0,0.13999999999999999,0.0,0.124,0.64,0.10439999999999999,0.19499999999999998,49,0,20,1,"Airflow requires understanding of workflow orchestration and scheduling, which is complex for career shifters"
Learning Progression,SKILL_0017,apache airflow,Apache Airflow,CLUSTER_016,Workflow Orchestration,Role-Specific,3,0.65,0.35,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.0,0.0,0.045,0.17833333333333332,68,1,20,2,Apache Airflow requires understanding of workflow orchestration and production systems
Learning Progression,SKILL_0193,orchestration,Orchestration,CLUSTER_016,Workflow Orchestration,Role-Specific,3,0.7,0.30000000000000004,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.125,0.8,0.0975,0.15333333333333335,57,2,20,3,"Orchestration involves system design and workflow management, which is complex for career shifters"
Learning Progression,SKILL_0090,dataflow,Dataflow,CLUSTER_017,Big Data Processing,Role-Specific,3,0.6,0.4,0.013333333333333334,0.2,-0.0,0.13999999999999999,0.0,0.11199999999999999,0.64,0.0912,0.20666666666666667,61,0,20,1,"Dataflow requires knowledge of cloud platforms and data processing, which is more complex for career shifters"
Learning Progression,SKILL_0088,databricks,Databricks,CLUSTER_017,Big Data Processing,Role-Specific,3,0.65,0.35,0.03333333333333333,0.2,-0.0,0.13999999999999999,0.0,0.121,0.64,0.1011,0.19166666666666665,52,1,20,2,"Databricks requires knowledge of cloud platforms and distributed computing, which is more complex for career shifters"
Learning Progression,SKILL_0141,kafka,Kafka,CLUSTER_017,Big Data Processing,Role-Specific,3,0.65,0.35,0.013333333333333334,0.2,-0.0,0.13999999999999999,0.0,0.12,0.72,0.096,0.18166666666666664,59,2,20,3,"Kafka requires knowledge of streaming data and system architecture, which is more complex for career shifters"
Learning Progression,SKILL_0250,splunk,Splunk,CLUSTER_017,Big Data Processing,Role-Specific,3,0.65,0.35,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.133,0.88,0.1023,0.17833333333333332,51,3,20,4,"Splunk requires knowledge of log analysis and data processing, which is more complex for career shifters"
Learning Progression,SKILL_0122,gcp dataflow,GCP Dataflow,CLUSTER_017,Big Data Processing,Role-Specific,3,0.65,0.35,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.11699999999999999,0.72,0.0927,0.17833333333333332,60,0,21,5,"GCP Dataflow requires knowledge of cloud platforms and data processing, which is more complex for career shifters"
Learning Progression,SKILL_0252,streaming analytics,Streaming analytics,CLUSTER_017,Big Data Processing,Role-Specific,3,0.65,0.35,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.109,0.64,0.0879,0.17833333333333332,62,1,21,6,"Streaming analytics requires knowledge of real-time data processing, which is more complex for career shifters"
Learning Progression,SKILL_0108,emr,EMR,CLUSTER_017,Big Data Processing,Role-Specific,3,0.65,0.35,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.093,0.48,0.07830000000000001,0.17833333333333332,64,2,21,7,"EMR requires knowledge of cloud platforms and distributed computing, which is more complex for career shifters"
Learning Progression,SKILL_0134,glue,Glue,CLUSTER_017,Big Data Processing,Role-Specific,3,0.65,0.35,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.093,0.48,0.07830000000000001,0.17833333333333332,64,3,21,8,"Glue requires knowledge of cloud platforms and data processing, which is more complex for career shifters"
Learning Progression,SKILL_0247,spark,Spark,CLUSTER_017,Big Data Processing,Role-Specific,3,0.7,0.30000000000000004,0.04,0.4,0.279949419226045,0.36398482576781344,0.0,0.19119544773034403,0.64,0.17831499250337843,0.17,39,0,22,9,"Spark requires knowledge of distributed computing and data processing, which is more complex for career shifters"
Learning Progression,SKILL_0100,distributed computing,Distributed computing,CLUSTER_017,Big Data Processing,Role-Specific,3,0.7,0.30000000000000004,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.109,0.64,0.0879,0.15333333333333335,62,1,22,10,"Distributed computing requires understanding of parallel processing and system architecture, which is more complex for career shifters"
Learning Progression,SKILL_0018,apache spark,Apache Spark,CLUSTER_017,Big Data Processing,Role-Specific,3,0.7,0.30000000000000004,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.0,0.0,0.045,0.15333333333333335,68,2,22,11,"Apache Spark requires knowledge of distributed computing and data processing, which is more complex for career shifters"
Learning Progression,SKILL_0140,hadoop,Hadoop,CLUSTER_017,Big Data Processing,Role-Specific,3,0.7,0.30000000000000004,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.0,0.0,0.045,0.15333333333333335,68,3,22,12,"Hadoop requires knowledge of distributed computing and data processing, which is more complex for career shifters"
Learning Progression,SKILL_0004,aws,AWS,CLUSTER_018,Cloud Platforms,Role-Specific,3,0.5,0.5,0.18,1.0,0.827100572781267,0.9481301718343801,0.07407407407407407,0.4565501626614252,0.8,0.458501475223864,0.33999999999999997,1,0,20,1,
Learning Progression,SKILL_0121,gcp,GCP,CLUSTER_018,Cloud Platforms,Role-Specific,3,0.5,0.5,0.12666666666666668,1.0,0.8289766039592923,0.9486929811877877,0.10526315789473684,0.4213973680405468,0.64,0.42627394694986465,0.31333333333333335,2,1,20,2,
Learning Progression,SKILL_0019,azure,Azure,CLUSTER_018,Cloud Platforms,Role-Specific,3,0.5,0.5,0.05333333333333334,0.8,0.7536839766284379,0.7861051929885313,0.125,0.3585815578965594,0.8,0.3481897136862153,0.27666666666666667,5,2,20,3,
Learning Progression,SKILL_0254,supabase,Supabase,CLUSTER_018,Cloud Platforms,Role-Specific,3,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,1.0,0.0,0.0,0.14500000000000002,0.25333333333333335,43,3,20,4,
Learning Progression,SKILL_0012,alibaba cloud,Alibaba Cloud,CLUSTER_018,Cloud Platforms,Role-Specific,3,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.125,0.8,0.0975,0.25333333333333335,57,0,21,5,
Learning Progression,SKILL_0106,ec2,EC2,CLUSTER_018,Cloud Platforms,Role-Specific,3,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.125,0.8,0.0975,0.25333333333333335,57,1,21,6,
Learning Progression,SKILL_0137,google cloud,Google Cloud,CLUSTER_018,Cloud Platforms,Role-Specific,3,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.125,0.8,0.0975,0.25333333333333335,57,2,21,7,
Learning Progression,SKILL_0052,cloud run,Cloud Run,CLUSTER_018,Cloud Platforms,Role-Specific,3,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.109,0.64,0.0879,0.25333333333333335,62,3,21,8,
Learning Progression,SKILL_0125,gen2 azure fabric,Gen2 Azure Fabric,CLUSTER_018,Cloud Platforms,Role-Specific,3,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.109,0.64,0.0879,0.25333333333333335,62,0,22,9,
Learning Progression,SKILL_0138,google cloud platform gcp,Google Cloud Platform (GCP),CLUSTER_018,Cloud Platforms,Role-Specific,3,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.109,0.64,0.0879,0.25333333333333335,62,1,22,10,
Learning Progression,SKILL_0025,azure data factory,Azure Data Factory,CLUSTER_019,Cloud Data Services,Role-Specific,3,0.5,0.5,0.06666666666666667,0.4,0.2019854079986195,0.3405956223995858,0.0,0.19617868671987573,0.64,0.18379655539186332,0.2833333333333333,32,0,20,1,
Learning Progression,SKILL_0023,azure blob storage,Azure Blob Storage,CLUSTER_019,Cloud Data Services,Role-Specific,3,0.5,0.5,0.03333333333333333,0.2,-0.0,0.13999999999999999,0.0,0.121,0.64,0.1011,0.26666666666666666,52,1,20,2,
Learning Progression,SKILL_0029,azure databricks,Azure Databricks,CLUSTER_019,Cloud Data Services,Role-Specific,3,0.5,0.5,0.02666666666666667,0.4,0.3493984702822971,0.3848195410846891,0.0,0.19944586232540673,0.72,0.1833904485579474,0.2633333333333333,33,2,20,3,
Learning Progression,SKILL_0026,azure data lake,Azure Data Lake,CLUSTER_019,Cloud Data Services,Role-Specific,3,0.5,0.5,0.02666666666666667,0.4,0.3493984702822971,0.3848195410846891,0.0,0.19144586232540672,0.64,0.1785904485579474,0.2633333333333333,38,3,20,4,
Learning Progression,SKILL_0041,bigquery,BigQuery,CLUSTER_019,Cloud Data Services,Role-Specific,3,0.5,0.5,0.02666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.118,0.64,0.0978,0.2633333333333333,56,0,21,5,
Learning Progression,SKILL_0036,azure sql,Azure SQL,CLUSTER_019,Cloud Data Services,Role-Specific,3,0.5,0.5,0.02,0.4,0.39548848910372325,0.39864654673111694,0.0,0.21259396401933506,0.84,0.19185336042126858,0.26,25,1,21,6,
Learning Progression,SKILL_0038,azure synapse,Azure Synapse,CLUSTER_019,Cloud Data Services,Role-Specific,3,0.5,0.5,0.02,0.4,0.39548848910372325,0.39864654673111694,0.0,0.19259396401933507,0.64,0.17985336042126857,0.26,36,2,21,7,
Learning Progression,SKILL_0027,azure data lake storage,Azure Data Lake Storage,CLUSTER_019,Cloud Data Services,Role-Specific,3,0.5,0.5,0.013333333333333334,0.2,-0.0,0.13999999999999999,0.0,0.12,0.72,0.096,0.25666666666666665,59,3,21,8,
Learning Progression,SKILL_0037,azure sql databases,Azure SQL Databases,CLUSTER_019,Cloud Data Services,Role-Specific,3,0.5,0.5,0.013333333333333334,0.2,-0.0,0.13999999999999999,0.0,0.11199999999999999,0.64,0.0912,0.25666666666666665,61,0,22,9,
Learning Progression,SKILL_0042,bigqueryml,BigQueryML,CLUSTER_019,Cloud Data Services,Role-Specific,3,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,1.0,0.275,0.8,0.21250000000000002,0.25333333333333335,22,1,22,10,
Learning Progression,SKILL_0022,azure ai studio,Azure AI Studio,CLUSTER_019,Cloud Data Services,Role-Specific,3,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.125,0.8,0.0975,0.25333333333333335,57,2,22,11,
Learning Progression,SKILL_0024,azure cognitive services,Azure Cognitive Services,CLUSTER_019,Cloud Data Services,Role-Specific,3,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.125,0.8,0.0975,0.25333333333333335,57,3,22,12,
Learning Progression,SKILL_0032,azure machine learning,Azure Machine Learning,CLUSTER_019,Cloud Data Services,Role-Specific,3,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.125,0.8,0.0975,0.25333333333333335,57,0,23,13,
Learning Progression,SKILL_0035,azure openai service,Azure OpenAI Service,CLUSTER_019,Cloud Data Services,Role-Specific,3,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.125,0.8,0.0975,0.25333333333333335,57,1,23,14,
Learning Progression,SKILL_0040,bedrock,Bedrock,CLUSTER_019,Cloud Data Services,Role-Specific,3,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.125,0.8,0.0975,0.25333333333333335,57,2,23,15,
Learning Progression,SKILL_0058,comprehend,Comprehend,CLUSTER_019,Cloud Data Services,Role-Specific,3,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.125,0.8,0.0975,0.25333333333333335,57,3,23,16,
Learning Progression,SKILL_0028,azure data lake storage gen 2,Azure Data Lake Storage Gen 2,CLUSTER_019,Cloud Data Services,Role-Specific,3,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.109,0.64,0.0879,0.25333333333333335,62,0,24,17,
Learning Progression,SKILL_0031,azure lighthouse,Azure Lighthouse,CLUSTER_019,Cloud Data Services,Role-Specific,3,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.109,0.64,0.0879,0.25333333333333335,62,1,24,18,
Learning Progression,SKILL_0053,cloud sql,Cloud SQL,CLUSTER_019,Cloud Data Services,Role-Specific,3,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.109,0.64,0.0879,0.25333333333333335,62,2,24,19,
Learning Progression,SKILL_0020,azure ai foundry,Azure AI Foundry,CLUSTER_019,Cloud Data Services,Role-Specific,3,0.65,0.35,0.013333333333333334,0.2,-0.0,0.13999999999999999,0.0,0.128,0.8,0.1008,0.18166666666666664,53,3,24,20,"Azure AI Foundry requires knowledge of cloud platforms and AI/ML, which is more complex for career shifters"
Learning Progression,SKILL_0021,azure ai search,Azure AI Search,CLUSTER_019,Cloud Data Services,Role-Specific,3,0.65,0.35,0.013333333333333334,0.2,-0.0,0.13999999999999999,0.0,0.128,0.8,0.1008,0.18166666666666664,53,0,25,21,"Azure AI Search requires knowledge of cloud platforms and AI/ML, which is more complex for career shifters"
Learning Progression,SKILL_0005,aws ai/ml services,AWS AI/ML services,CLUSTER_019,Cloud Data Services,Role-Specific,3,0.65,0.35,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.125,0.8,0.0975,0.17833333333333332,57,1,25,22,"AWS AI/ML services require knowledge of cloud platforms and machine learning, which is more complex for career shifters"
Learning Progression,SKILL_0008,aws sagemaker,AWS SageMaker,CLUSTER_019,Cloud Data Services,Role-Specific,3,0.65,0.35,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.125,0.8,0.0975,0.17833333333333332,57,2,25,23,"AWS SageMaker requires knowledge of cloud platforms and machine learning, which is more complex for career shifters"
Learning Progression,SKILL_0013,alloydb,AlloyDB,CLUSTER_019,Cloud Data Services,Role-Specific,3,0.65,0.35,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.11699999999999999,0.72,0.0927,0.17833333333333332,60,3,25,24,"AlloyDB requires knowledge of cloud databases and data processing, which is more complex for career shifters"
Learning Progression,SKILL_0007,aws glue,AWS Glue,CLUSTER_019,Cloud Data Services,Role-Specific,3,0.65,0.35,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.109,0.64,0.0879,0.17833333333333332,62,0,26,25,"AWS Glue requires knowledge of cloud platforms and data processing, which is more complex for career shifters"
Learning Progression,SKILL_0006,aws bedrock,AWS Bedrock,CLUSTER_019,Cloud Data Services,Role-Specific,3,0.65,0.35,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.101,0.56,0.08310000000000001,0.17833333333333332,63,1,26,26,"AWS Bedrock requires knowledge of cloud platforms and AI/ML, which is more complex for career shifters"
Learning Progression,SKILL_0034,azure networking fundamentals,Azure Networking Fundamentals,CLUSTER_020,DevOps and Cloud Infrastructure,Foundation,1,0.35,0.65,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.125,0.8,0.0975,0.32833333333333337,57,0,0,1,A basic understanding of Azure networking concepts and services
Learning Progression,SKILL_0047,ci/cd,CI/CD,CLUSTER_020,DevOps and Cloud Infrastructure,Core Applied,2,0.5,0.5,0.05333333333333334,0.6,0.559360534701831,0.5878081604105493,0.0,0.2803424481231648,0.8,0.2683766929354813,0.27666666666666667,14,0,10,1,Requires knowledge of continuous integration and delivery practices and tools
Learning Progression,SKILL_0039,backup and disaster recovery,Backup and Disaster Recovery,CLUSTER_020,DevOps and Cloud Infrastructure,Core Applied,2,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.109,0.64,0.0879,0.25333333333333335,62,1,10,2,"Requires knowledge of backup strategies, recovery processes, and cloud-based solutions"
Learning Progression,SKILL_0014,ansible,Ansible,CLUSTER_020,DevOps and Cloud Infrastructure,Core Applied,2,0.5,0.5,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.0,0.0,0.045,0.25333333333333335,68,2,10,3,Requires knowledge of configuration management and automation using Ansible
Learning Progression,SKILL_0033,azure networking,Azure Networking,CLUSTER_020,DevOps and Cloud Infrastructure,Core Applied,2,0.55,0.44999999999999996,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.125,0.8,0.0975,0.2283333333333333,57,3,10,4,"Requires knowledge of Azure networking concepts like VNet, subnets, and security groups"
Learning Progression,SKILL_0043,block storage iscsi san nfs,"Block Storage (iSCSI, SAN, NFS)",CLUSTER_020,DevOps and Cloud Infrastructure,Core Applied,2,0.55,0.44999999999999996,0.006666666666666667,0.2,-0.0,0.13999999999999999,0.0,0.0,0.0,0.045,0.2283333333333333,68,0,11,5,Requires understanding of storage protocols and their implementation in cloud and on-premise environments
Learning Progression,SKILL_0103,docker,Docker,CLUSTER_020,DevOps and Cloud Infrastructure,Role-Specific,3,0.5,0.5,0.05333333333333334,0.8,0.6670296742201792,0.7601089022660537,0.125,0.3427826706798161,0.72,0.3348109377477977,0.27666666666666667,6,0,20,1,
Learning Progression,SKILL_0142,kubernetes,Kubernetes,CLUSTER_020,DevOps and Cloud Infrastructure,Role-Specific,3,0.5,0.5,0.04666666666666667,0.8,0.7934659980357759,0.7980397994107327,0.14285714285714285,0.36184051125179123,0.8,0.3508817052341132,0.2733333333333333,4,1,20,2,
